tenure,Contract_Two year,TenureServicesScore,InternetType,Fiber_Monthly,InternetService_Fiber optic,IsNewCustomer,IsLongCustomer,MonthlyCharges,PaymentMethod_Electronic check,InternetService_No,Contract_One year,Partner,OnlineSecurity,PaperlessBilling,OnlineBackup,TotalServicesCount,AutomaticPayment,TechSupport,Dependents,PaymentMethod_Credit card (automatic),StreamingTV,SeniorCitizen,DeviceProtection,MultipleLines_Yes,StreamingMovies,Churn
8,0,24.0,2,85.2,1,0,0,85.2,1,0,0,0,0.0,0,0.0,3.0,0,0.0,0,0,0.0,1,0.0,1,1.0,0
71,1,142.0,0,0.0,0,0,1,24.35,0,1,0,0,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
1,0,0.0,1,0.0,0,1,0,24.25,1,0,0,0,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
72,1,144.0,0,0.0,0,0,1,25.1,0,1,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
16,0,48.0,1,0.0,0,0,0,54.55,0,0,0,1,1.0,1,1.0,3.0,0,0.0,0,0,0.0,1,0.0,0,0.0,0
66,1,396.0,2,96.6,1,0,1,96.6,0,0,0,1,1.0,0,1.0,6.0,0,1.0,0,0,0.0,0,1.0,1,0.0,0
11,0,22.0,2,76.5,1,0,0,76.5,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
51,0,357.0,1,0.0,0,0,1,81.15,0,0,1,0,1.0,1,1.0,7.0,1,1.0,0,1,1.0,0,1.0,1,0.0,0
8,0,16.0,1,0.0,0,0,0,38.5,1,0,0,0,1.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,0,1.0,0
14,0,42.0,2,92.9,1,0,0,92.9,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,1.0,0,0.0,0,1.0,0
4,0,20.0,2,93.5,1,1,0,93.5,1,0,0,0,0.0,1,1.0,5.0,0,1.0,0,0,0.0,0,0.0,1,1.0,1
70,1,490.0,1,0.0,0,0,1,84.7,0,0,0,0,1.0,0,1.0,7.0,0,0.0,0,0,1.0,0,1.0,1,1.0,0
70,1,350.0,1,0.0,0,0,1,66.0,1,0,0,0,1.0,0,1.0,5.0,0,1.0,1,0,0.0,0,0.0,1,0.0,0
54,0,270.0,2,101.5,1,0,1,101.5,0,0,1,1,0.0,1,1.0,5.0,1,0.0,0,1,1.0,1,0.0,1,1.0,1
28,0,56.0,2,74.9,1,0,1,74.9,0,0,0,0,1.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,0,0.0,1
24,1,24.0,0,0.0,0,0,0,20.75,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
69,1,207.0,1,0.0,0,0,1,61.45,0,0,0,1,0.0,1,1.0,3.0,1,0.0,0,1,0.0,0,0.0,0,1.0,0
42,0,126.0,1,0.0,0,0,1,54.5,0,0,0,1,1.0,0,1.0,3.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
2,0,2.0,2,69.6,1,1,0,69.6,1,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,1,0.0,0,0.0,1
39,0,195.0,2,99.75,1,0,1,99.75,1,0,0,0,0.0,1,0.0,5.0,0,0.0,0,0,1.0,1,1.0,1,1.0,0
45,1,315.0,2,109.75,1,0,1,109.75,0,0,0,1,0.0,1,1.0,7.0,0,1.0,1,0,1.0,0,1.0,1,1.0,0
72,1,504.0,1,0.0,0,0,1,80.85,0,0,0,1,1.0,1,1.0,7.0,0,1.0,1,0,1.0,0,1.0,1,0.0,0
38,1,38.0,0,0.0,0,0,1,20.3,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
72,1,432.0,1,0.0,0,0,1,67.8,0,0,0,1,1.0,1,1.0,6.0,0,1.0,0,0,0.0,0,1.0,1,0.0,0
1,0,2.0,0,0.0,0,1,0,24.05,0,1,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
72,1,72.0,0,0.0,0,0,1,19.8,0,1,0,1,0.0,1,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
55,1,110.0,0,0.0,0,0,1,25.7,0,1,0,1,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
51,0,204.0,1,0.0,0,0,1,56.15,1,0,1,1,0.0,1,0.0,4.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
63,1,441.0,1,0.0,0,0,1,86.7,0,0,0,0,1.0,1,1.0,7.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
1,0,1.0,0,0.0,0,1,0,20.4,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
23,1,23.0,0,0.0,0,0,0,19.65,0,1,0,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
1,0,2.0,1,0.0,0,1,0,50.55,1,0,0,0,0.0,0,1.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
2,0,6.0,1,0.0,0,1,0,54.35,0,0,0,0,0.0,1,0.0,3.0,0,1.0,0,0,0.0,0,0.0,1,0.0,0
52,0,364.0,2,108.1,1,0,1,108.1,0,0,0,0,1.0,0,1.0,7.0,1,0.0,0,1,1.0,1,1.0,1,1.0,0
36,0,108.0,1,0.0,0,0,1,54.45,0,0,1,0,1.0,0,0.0,3.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
1,0,1.0,1,0.0,0,1,0,45.35,0,0,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
28,0,112.0,1,0.0,0,0,1,59.0,0,0,1,0,1.0,0,0.0,4.0,0,0.0,0,0,0.0,0,1.0,1,0.0,0
7,0,35.0,1,0.0,0,0,0,69.45,1,0,1,1,1.0,0,1.0,5.0,0,0.0,1,0,1.0,0,1.0,0,0.0,0
14,0,70.0,2,100.55,1,0,0,100.55,1,0,0,0,0.0,1,1.0,5.0,0,0.0,0,0,1.0,0,0.0,1,1.0,1
72,1,432.0,1,0.0,0,0,1,64.95,0,0,0,1,1.0,1,1.0,6.0,1,1.0,0,1,1.0,1,1.0,0,1.0,0
1,0,1.0,0,0.0,0,1,0,20.5,0,1,0,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,1
10,0,10.0,0,0.0,0,0,0,18.85,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
42,0,42.0,0,0.0,0,0,1,19.8,0,1,1,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
7,0,0.0,1,0.0,0,0,0,25.05,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
4,0,8.0,2,74.8,1,1,0,74.8,0,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,1.0,0,0.0,1
72,1,576.0,2,114.3,1,0,1,114.3,0,0,0,1,1.0,1,1.0,8.0,1,1.0,1,1,1.0,0,1.0,1,1.0,0
20,0,0.0,1,0.0,0,0,0,24.45,1,0,0,1,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
63,1,441.0,2,109.2,1,0,1,109.2,0,0,0,0,1.0,0,1.0,7.0,1,1.0,0,1,1.0,0,1.0,0,1.0,0
56,1,224.0,1,0.0,0,0,1,45.05,0,0,0,0,1.0,0,1.0,4.0,0,1.0,0,0,0.0,0,1.0,0,0.0,0
5,0,10.0,1,0.0,0,1,0,51.0,0,0,0,0,0.0,1,0.0,2.0,0,1.0,1,0,0.0,0,0.0,0,0.0,0
72,1,504.0,2,110.45,1,0,1,110.45,0,0,0,1,0.0,1,1.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
68,0,272.0,2,84.65,1,0,1,84.65,1,0,0,1,0.0,1,1.0,4.0,0,0.0,1,0,0.0,1,1.0,1,0.0,0
67,0,268.0,1,0.0,0,0,1,60.05,0,0,1,1,1.0,0,1.0,4.0,0,1.0,1,0,0.0,0,0.0,0,0.0,0
8,0,8.0,1,0.0,0,0,0,44.65,0,0,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
52,0,260.0,2,93.25,1,0,1,93.25,0,0,0,1,0.0,1,1.0,5.0,0,1.0,1,0,0.0,0,0.0,1,1.0,0
18,0,18.0,0,0.0,0,0,0,20.25,0,1,0,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
59,1,118.0,0,0.0,0,0,1,25.45,0,1,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
60,1,60.0,0,0.0,0,0,1,20.6,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
7,0,28.0,2,94.1,1,0,0,94.1,1,0,0,0,0.0,1,0.0,4.0,0,0.0,0,0,1.0,0,0.0,1,1.0,0
59,0,118.0,1,0.0,0,0,1,34.8,0,0,1,1,1.0,0,0.0,2.0,0,0.0,1,0,0.0,0,1.0,0,0.0,0
46,1,230.0,1,0.0,0,0,1,60.75,0,0,0,0,1.0,1,0.0,5.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
5,0,10.0,1,0.0,0,1,0,51.35,1,0,0,0,0.0,1,1.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
59,1,295.0,1,0.0,0,0,1,64.05,0,0,0,1,1.0,1,0.0,5.0,1,1.0,0,1,1.0,1,1.0,0,1.0,0
70,1,490.0,1,0.0,0,0,1,84.8,0,0,0,1,0.0,1,1.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
14,0,14.0,2,71.0,1,0,0,71.0,0,0,0,0,0.0,1,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,1
44,0,88.0,1,0.0,0,0,1,50.15,0,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
64,1,320.0,2,94.6,1,0,1,94.6,0,0,0,1,1.0,1,0.0,5.0,1,0.0,0,1,1.0,0,1.0,1,0.0,0
58,1,290.0,1,0.0,0,0,1,59.75,0,0,0,1,1.0,0,0.0,5.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
46,0,230.0,2,100.25,1,0,1,100.25,1,0,1,1,0.0,0,0.0,5.0,0,1.0,0,0,1.0,1,0.0,1,1.0,0
58,0,290.0,2,98.9,1,0,1,98.9,1,0,0,1,0.0,1,1.0,5.0,0,0.0,0,0,1.0,1,0.0,1,1.0,0
72,1,360.0,2,97.7,1,0,1,97.7,0,0,0,1,0.0,1,1.0,5.0,1,0.0,0,1,1.0,0,0.0,1,1.0,0
30,0,60.0,1,0.0,0,0,1,40.3,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,1.0,1,1.0,0,0.0,1
11,0,44.0,1,0.0,0,0,0,60.25,0,0,0,0,1.0,0,1.0,4.0,0,0.0,0,0,0.0,1,0.0,1,0.0,0
34,0,136.0,1,0.0,0,0,1,56.25,1,0,0,0,0.0,1,1.0,4.0,0,0.0,0,0,1.0,1,1.0,0,1.0,0
54,1,162.0,1,0.0,0,0,1,46.2,0,0,0,0,1.0,0,1.0,3.0,0,0.0,0,0,0.0,0,0.0,0,1.0,0
3,0,9.0,1,0.0,0,1,0,50.6,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,1.0,0,0.0,0,1.0,1
72,1,144.0,0,0.0,0,0,1,24.9,0,1,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
40,0,160.0,2,84.85,1,0,1,84.85,1,0,0,1,0.0,1,0.0,4.0,0,1.0,1,0,0.0,0,1.0,1,0.0,1
2,0,6.0,1,0.0,0,1,0,65.7,0,0,0,1,0.0,0,0.0,3.0,0,0.0,1,0,1.0,0,0.0,0,1.0,1
54,1,216.0,1,0.0,0,0,1,63.35,0,0,0,1,0.0,0,0.0,4.0,1,0.0,1,1,0.0,0,1.0,1,1.0,0
14,0,28.0,1,0.0,0,0,0,50.1,0,0,0,0,1.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
1,0,1.0,2,70.5,1,1,0,70.5,1,0,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
10,0,50.0,2,94.85,1,0,0,94.85,1,0,0,0,0.0,1,1.0,5.0,0,0.0,0,0,0.0,0,1.0,1,1.0,1
1,0,2.0,1,0.0,0,1,0,50.15,1,0,0,0,1.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
1,0,1.0,0,0.0,0,1,0,19.75,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
56,0,280.0,1,0.0,0,0,1,64.65,0,0,1,0,1.0,1,1.0,5.0,0,1.0,0,0,0.0,0,0.0,1,0.0,0
68,1,408.0,1,0.0,0,0,1,79.6,0,0,0,1,1.0,1,1.0,6.0,0,1.0,0,0,1.0,0,0.0,0,1.0,0
14,0,14.0,0,0.0,0,0,0,19.5,0,1,1,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
68,1,340.0,2,99.55,1,0,1,99.55,1,0,0,1,1.0,1,0.0,5.0,0,1.0,1,0,1.0,0,0.0,0,1.0,0
55,0,110.0,2,74.0,1,0,1,74.0,1,0,0,1,0.0,1,0.0,2.0,0,0.0,0,0,0.0,1,0.0,1,0.0,0
16,0,32.0,1,0.0,0,0,0,38.9,1,0,0,0,1.0,1,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,0
9,0,18.0,2,79.55,1,0,0,79.55,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,1,0.0,0,1.0,0
14,0,56.0,1,0.0,0,0,0,65.45,1,0,0,1,1.0,1,1.0,4.0,0,0.0,1,0,1.0,0,0.0,0,0.0,1
58,0,290.0,2,98.7,1,0,1,98.7,1,0,0,1,0.0,1,0.0,5.0,0,0.0,0,0,1.0,1,1.0,1,1.0,1
53,0,159.0,1,0.0,0,0,1,46.3,0,0,0,0,1.0,1,1.0,3.0,0,0.0,0,0,0.0,0,0.0,0,1.0,0
70,1,420.0,2,99.35,1,0,1,99.35,0,0,0,1,1.0,1,1.0,6.0,1,0.0,0,1,1.0,0,1.0,1,0.0,0
14,0,56.0,2,95.8,1,0,0,95.8,1,0,0,1,0.0,1,0.0,4.0,0,0.0,1,0,1.0,1,0.0,1,1.0,0
22,0,110.0,1,0.0,0,0,0,67.5,0,0,1,1,1.0,1,0.0,5.0,0,1.0,1,0,1.0,0,1.0,0,0.0,1
10,0,30.0,2,78.15,1,0,0,78.15,0,0,0,1,1.0,1,0.0,3.0,1,0.0,0,1,0.0,0,0.0,1,0.0,0
29,1,58.0,0,0.0,0,0,1,26.1,0,1,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
1,0,1.0,2,69.6,1,1,0,69.6,1,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
49,0,343.0,1,0.0,0,0,1,84.35,1,0,1,1,1.0,0,0.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,1
68,0,340.0,2,100.2,1,0,1,100.2,1,0,0,1,0.0,1,1.0,5.0,0,0.0,0,0,1.0,1,0.0,1,1.0,1
1,0,2.0,2,78.05,1,1,0,78.05,1,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,1
30,0,60.0,1,0.0,0,0,1,40.35,0,0,1,0,0.0,1,0.0,2.0,1,1.0,0,1,0.0,0,0.0,0,1.0,0
72,1,504.0,1,0.0,0,0,1,79.2,0,0,0,1,1.0,0,1.0,7.0,1,1.0,0,1,1.0,0,1.0,1,0.0,0
10,0,10.0,0,0.0,0,0,0,20.9,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
7,0,14.0,2,73.6,1,0,0,73.6,1,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
9,0,18.0,2,74.75,1,0,0,74.75,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
1,0,2.0,1,0.0,0,1,0,49.9,0,0,0,0,1.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
20,0,100.0,1,0.0,0,0,0,68.9,0,0,0,0,0.0,1,1.0,5.0,1,1.0,0,1,0.0,0,0.0,1,1.0,0
1,0,1.0,0,0.0,0,1,0,20.25,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
29,0,58.0,2,76.0,1,0,1,76.0,0,0,0,0,0.0,1,0.0,2.0,1,0.0,0,1,0.0,0,0.0,1,0.0,0
1,0,2.0,2,74.0,1,1,0,74.0,1,0,0,0,0.0,0,0.0,2.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
3,0,9.0,2,82.3,1,1,0,82.3,0,0,0,0,1.0,1,0.0,3.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
20,0,80.0,2,89.4,1,0,0,89.4,0,0,0,0,1.0,1,0.0,4.0,0,0.0,0,0,1.0,0,1.0,0,0.0,0
64,0,320.0,2,99.15,1,0,1,99.15,0,0,0,0,0.0,1,1.0,5.0,1,1.0,1,1,1.0,0,0.0,0,1.0,0
1,0,1.0,0,0.0,0,1,0,20.2,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
6,0,6.0,1,0.0,0,0,0,29.45,0,0,0,0,1.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
50,1,50.0,0,0.0,0,0,1,19.8,1,1,0,1,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
6,0,18.0,1,0.0,0,0,0,59.15,0,0,0,0,1.0,1,0.0,3.0,0,0.0,0,0,0.0,0,0.0,0,1.0,0
7,0,7.0,1,0.0,0,0,0,44.75,1,0,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
72,1,288.0,2,90.8,1,0,1,90.8,0,0,0,1,0.0,1,0.0,4.0,1,0.0,1,1,0.0,0,1.0,1,1.0,0
8,0,16.0,1,0.0,0,0,0,49.55,0,0,0,1,0.0,1,1.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
67,1,402.0,2,106.7,1,0,1,106.7,0,0,0,1,1.0,0,0.0,6.0,1,1.0,1,1,1.0,0,0.0,1,1.0,0
24,0,96.0,2,93.55,1,0,0,93.55,1,0,0,1,0.0,1,0.0,4.0,0,0.0,0,0,1.0,1,0.0,1,1.0,1
72,1,360.0,2,94.45,1,0,1,94.45,0,0,0,1,1.0,1,1.0,5.0,1,0.0,0,1,0.0,0,0.0,1,1.0,0
33,0,33.0,0,0.0,0,0,1,19.45,0,1,1,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
2,0,0.0,1,0.0,0,1,0,25.05,1,0,0,0,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
70,1,350.0,1,0.0,0,0,1,67.95,0,0,0,1,1.0,0,1.0,5.0,0,1.0,0,0,0.0,0,0.0,0,1.0,0
22,0,88.0,1,0.0,0,0,0,65.25,0,0,1,0,0.0,0,1.0,4.0,0,0.0,0,0,1.0,0,1.0,0,0.0,0
59,0,354.0,2,99.45,1,0,1,99.45,0,0,0,0,1.0,1,1.0,6.0,0,0.0,0,0,0.0,0,1.0,1,1.0,0
36,0,36.0,0,0.0,0,0,1,20.35,0,1,1,0,0.0,1,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
51,1,51.0,0,0.0,0,0,1,19.95,0,1,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
53,0,318.0,1,0.0,0,0,1,77.4,0,0,1,1,1.0,0,0.0,6.0,0,1.0,0,0,1.0,0,1.0,1,0.0,0
20,0,20.0,0,0.0,0,0,0,19.7,0,1,1,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
63,1,315.0,2,99.7,1,0,1,99.7,0,0,0,1,1.0,0,0.0,5.0,1,0.0,0,1,1.0,0,1.0,0,1.0,0
40,0,80.0,2,74.8,1,0,1,74.8,0,0,0,0,0.0,0,1.0,2.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
35,0,35.0,0,0.0,0,0,1,19.15,0,1,1,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
26,0,52.0,2,78.95,1,0,1,78.95,0,0,1,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,0,1.0,0
27,0,135.0,2,95.55,1,0,1,95.55,1,0,0,1,0.0,1,1.0,5.0,0,0.0,0,0,0.0,1,1.0,1,1.0,1
53,0,212.0,1,0.0,0,0,1,62.85,0,0,1,0,1.0,0,1.0,4.0,1,1.0,1,1,0.0,0,0.0,0,0.0,0
34,0,34.0,2,71.55,1,0,1,71.55,0,0,0,1,0.0,0,0.0,1.0,1,0.0,0,1,0.0,1,0.0,0,0.0,0
19,0,76.0,2,94.95,1,0,0,94.95,1,0,0,1,0.0,1,0.0,4.0,0,0.0,0,0,1.0,1,0.0,1,1.0,0
43,0,172.0,2,86.1,1,0,1,86.1,0,0,0,1,1.0,1,1.0,4.0,1,0.0,0,1,0.0,0,1.0,0,0.0,0
6,0,6.0,0,0.0,0,0,0,19.55,0,1,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
56,1,112.0,0,0.0,0,0,1,24.8,0,1,0,0,0.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
57,0,114.0,1,0.0,0,0,1,39.3,1,0,0,0,0.0,1,1.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,1
34,0,102.0,2,84.05,1,0,1,84.05,0,0,0,1,0.0,1,0.0,3.0,0,0.0,1,0,1.0,0,1.0,0,0.0,0
10,0,20.0,1,0.0,0,0,0,36.25,1,0,0,0,0.0,0,1.0,2.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
1,0,1.0,0,0.0,0,1,0,20.25,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
13,0,0.0,1,0.0,0,0,0,23.9,1,0,0,0,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
56,0,280.0,2,98.6,1,0,1,98.6,1,0,0,0,0.0,0,1.0,5.0,0,0.0,0,0,1.0,0,0.0,1,1.0,0
55,0,330.0,2,103.65,1,0,1,103.65,0,0,0,1,0.0,1,1.0,6.0,1,0.0,0,1,1.0,0,1.0,1,1.0,0
36,1,288.0,1,0.0,0,0,1,92.9,0,0,0,1,1.0,1,1.0,8.0,1,1.0,1,1,1.0,0,1.0,1,1.0,0
47,0,47.0,0,0.0,0,0,1,19.9,0,1,1,1,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
12,0,12.0,0,0.0,0,0,0,20.1,0,1,0,1,0.0,1,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
1,0,3.0,2,85.45,1,1,0,85.45,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,1.0,0,1.0,0,0.0,1
24,0,72.0,2,80.5,1,0,0,80.5,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,1,0.0,1,0.0,0
63,0,315.0,2,99.9,1,0,1,99.9,0,0,1,0,0.0,0,1.0,5.0,0,0.0,0,0,1.0,0,0.0,1,1.0,1
35,0,70.0,1,0.0,0,0,1,39.85,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,1.0,1,1.0,0,0.0,0
67,0,268.0,1,0.0,0,0,1,60.5,0,0,1,0,1.0,0,1.0,4.0,1,1.0,0,1,0.0,0,0.0,0,0.0,0
25,0,75.0,2,84.8,1,0,1,84.8,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,0.0,0,0.0,1,1.0,1
21,0,126.0,2,103.85,1,0,0,103.85,0,0,0,0,1.0,0,0.0,6.0,0,0.0,0,0,1.0,0,1.0,1,1.0,0
13,0,65.0,1,0.0,0,0,0,67.8,0,0,0,0,1.0,0,1.0,5.0,0,1.0,0,0,0.0,0,0.0,0,1.0,0
35,0,70.0,2,75.2,1,0,1,75.2,1,0,0,1,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
71,1,142.0,0,0.0,0,0,1,24.85,0,1,0,1,0.0,0,0.0,2.0,0,0.0,0,0,0.0,1,0.0,1,0.0,0
29,0,29.0,0,0.0,0,0,1,19.35,0,1,0,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
71,1,213.0,1,0.0,0,0,1,49.35,1,0,0,1,0.0,0,1.0,3.0,0,0.0,0,0,1.0,0,0.0,0,1.0,1
7,0,21.0,2,89.0,1,0,0,89.0,1,0,0,1,0.0,1,0.0,3.0,0,0.0,0,0,1.0,1,0.0,0,1.0,0
57,0,228.0,1,0.0,0,0,1,55.0,1,0,0,0,0.0,1,1.0,4.0,0,0.0,0,0,1.0,1,1.0,0,1.0,0
65,1,390.0,1,0.0,0,0,1,76.15,0,0,0,1,1.0,0,0.0,6.0,0,1.0,0,0,0.0,0,1.0,1,1.0,0
27,0,27.0,0,0.0,0,0,1,20.3,0,1,1,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
6,0,12.0,2,74.9,1,0,0,74.9,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
72,1,576.0,2,117.35,1,0,1,117.35,0,0,0,0,1.0,1,1.0,8.0,1,1.0,0,1,1.0,1,1.0,1,1.0,0
1,0,1.0,0,0.0,0,1,0,19.75,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
11,0,11.0,1,0.0,0,0,0,45.2,0,0,0,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
39,1,78.0,0,0.0,0,0,1,25.2,0,1,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
59,0,295.0,2,89.75,1,0,1,89.75,1,0,0,0,1.0,1,1.0,5.0,0,0.0,0,0,0.0,1,1.0,1,0.0,0
26,0,130.0,1,0.0,0,0,1,75.0,0,0,1,0,1.0,0,0.0,5.0,0,1.0,0,0,1.0,0,0.0,0,1.0,0
2,0,4.0,1,0.0,0,1,0,49.95,0,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,1,1.0,0,0.0,0
72,1,432.0,1,0.0,0,0,1,65.7,0,0,0,1,1.0,0,1.0,6.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
65,0,325.0,1,0.0,0,0,1,67.05,0,0,1,1,1.0,0,1.0,5.0,1,0.0,0,1,0.0,0,1.0,1,0.0,0
72,1,504.0,2,110.9,1,0,1,110.9,0,0,0,1,0.0,0,1.0,7.0,1,1.0,1,1,1.0,0,1.0,1,1.0,0
6,0,24.0,2,87.95,1,0,0,87.95,0,0,0,0,0.0,1,0.0,4.0,0,1.0,0,0,0.0,0,0.0,1,1.0,0
32,0,32.0,0,0.0,0,0,1,19.8,0,1,1,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,1,0.0,0,0.0,0
